location,city,country,pollutant,value,timestamp,unit,source_name,latitude,longitude,averaged_over_in_hours,location_geom,year,month,day,hour
Swansea Roadside,Swansea,United Kingdom,pm25,6.0,2022-05-11 04:00:00+00:00,µg/m³,DEFRA,24.0,51.632696,-3.947374,POINT(51.632696 24),2022,5,11,4
Southwark - Elephant and Castle,Southwark,United Kingdom,pm25,8.5,2022-04-27 17:00:00+00:00,µg/m³,London Air Quality Network,1.0,51.4931557048667,-0.101527038274853,POINT(51.4931557048667 1),2022,4,27,17
Mong Kok,Kowloon,Hong Kong,pm25,11.8,2022-05-24 14:00:00+00:00,µg/m³,Hong Kong,1.0,22.3225,114.168333333333,POINT(22.3225 1),2022,5,24,14
Sham Shui Po,Kowloon,Hong Kong,pm25,4.8,2022-05-02 15:00:00+00:00,µg/m³,Hong Kong,1.0,22.3302777777778,114.159166666667,POINT(22.3302777777778 1),2022,5,2,15
Mong Kok,Kowloon,Hong Kong,pm25,20.9,2022-05-09 11:00:00+00:00,µg/m³,Hong Kong,1.0,22.3225,114.168333333333,POINT(22.3225 1),2022,5,9,11
Causeway Bay,Causeway Bay,Hong Kong,pm25,22.9,2022-03-31 04:00:00+00:00,µg/m³,Hong Kong,1.0,22.28,114.185,POINT(22.28 1),2022,3,31,4
"Vinoba Nagara, Shivamogga - KSPCB",Shivamogga,India,pm25,25.05,2022-05-04 19:00:00+00:00,µg/m³,caaqm,0.25,13.94,75.555917,POINT(13.94 0.25),2022,5,4,19
"Sector-25, Chandigarh - CPCC",Chandigarh,India,pm25,59.3,2022-05-22 05:45:00+00:00,µg/m³,caaqm,0.25,30.751462,76.762879,POINT(30.751462 0.25),2022,5,22,5
"Sector 30, Faridabad - HSPCB",Faridabad,India,pm25,53.62,2022-05-22 11:45:00+00:00,µg/m³,caaqm,0.25,28.4417,77.3217,POINT(28.4417 0.25),2022,5,22,11
"Industrial Area, Hajipur - BSPCB",Hajipur,India,pm25,70.3,2022-05-07 07:30:00+00:00,µg/m³,caaqm,0.25,25.697189,85.2459,POINT(25.697189 0.25),2022,5,7,7
"Shastri Nagar, Narnaul - HSPCB",Narnaul,India,pm25,145.1,2022-04-16 04:00:00+00:00,µg/m³,caaqm,0.25,28.060249,76.113115,POINT(28.060249 0.25),2022,4,16,4
"Deen Dayal Nagar, Sagar - MPPCB",Sagar,India,pm25,59.49,2022-05-22 05:45:00+00:00,µg/m³,caaqm,0.25,23.8640158,78.80289321,POINT(23.8640158 0.25),2022,5,22,5
"MD University, Rohtak - HSPCB",Rohtak,India,pm25,99.89,2022-05-11 00:45:00+00:00,µg/m³,caaqm,0.25,28.52123,76.37138,POINT(28.52123 0.25),2022,5,11,0
"Anand Kala Kshetram, Rajamahendravaram - APPCB",Rajamahendravaram,India,pm25,7.0,2022-05-10 17:00:00+00:00,µg/m³,caaqm,1.0,16.9872867,81.7363176,POINT(16.9872867 1),2022,5,10,17
"Phase-1 GIDC, Vapi - GPCB",Vapi,India,pm25,48.0,2022-05-14 10:00:00+00:00,µg/m³,caaqm,0.25,20.362421,72.918013,POINT(20.362421 0.25),2022,5,14,10
"Civil Lines,  Ajmer - RSPCB",Ajmer,India,pm25,34.6,2022-05-05 06:45:00+00:00,µg/m³,caaqm,0.25,26.470859,74.646594,POINT(26.470859 0.25),2022,5,5,6
"Phase-1 GIDC, Vapi - GPCB",Vapi,India,pm25,32.0,2022-05-10 02:00:00+00:00,µg/m³,caaqm,0.25,20.362421,72.918013,POINT(20.362421 0.25),2022,5,10,2
"Punjabi Bagh, Delhi - DPCC",Delhi,India,pm25,136.0,2022-04-30 19:45:00+00:00,µg/m³,caaqm,0.25,28.674045,77.131023,POINT(28.674045 0.25),2022,4,30,19
"Deshpande Nagar, Hubballi - KSPCB",Hubballi,India,pm25,37.0,2022-04-30 07:45:00+00:00,µg/m³,caaqm,0.25,15.351773,75.140726,POINT(15.351773 0.25),2022,4,30,7
"IGI Airport (T3), Delhi - IMD",Delhi,India,pm25,63.61,2022-04-22 11:45:00+00:00,µg/m³,caaqm,1.0,28.5627763,77.1180053,POINT(28.5627763 1),2022,4,22,11
"Dwarka-Sector 8, Delhi - DPCC ",Delhi,India,pm25,79.0,2022-05-08 02:45:00+00:00,µg/m³,caaqm,0.25,28.5710274,77.0719006,POINT(28.5710274 0.25),2022,5,8,2
"IITK, Kanpur - IITK",Kanpur,India,pm25,41.7,2022-05-07 19:45:00+00:00,µg/m³,caaqm,0.25,26.511739,80.235136,POINT(26.511739 0.25),2022,5,7,19
"B.Katihalli, Hassan - KSPCB",Hassan,India,pm25,51.0,2022-04-20 04:00:00+00:00,µg/m³,caaqm,0.25,13.008556,76.125258,POINT(13.008556 0.25),2022,4,20,4
"F-Block, Sirsa - HSPCB",Sirsa,India,pm25,95.5,2022-04-29 02:00:00+00:00,µg/m³,caaqm,0.25,29.5364,75.0158,POINT(29.5364 0.25),2022,4,29,2
"Stuart Hill, Madikeri - KSPCB",Madikeri,India,pm25,36.0,2022-04-27 22:00:00+00:00,µg/m³,caaqm,0.25,12.415911,75.73505,POINT(12.415911 0.25),2022,4,27,22
"IGI Airport (T3), Delhi - IMD",Delhi,India,pm25,100.9,2022-05-15 18:15:00+00:00,µg/m³,caaqm,1.0,28.5627763,77.1180053,POINT(28.5627763 1),2022,5,15,18
"Fort William, Kolkata - WBPCB",Kolkata,India,pm25,22.52,2022-05-05 00:45:00+00:00,µg/m³,caaqm,0.25,22.55664,88.342674,POINT(22.55664 0.25),2022,5,5,0
"Anand Vihar, Delhi - DPCC",Delhi,India,pm25,208.0,2022-05-06 03:30:00+00:00,µg/m³,caaqm,1.0,28.647622,77.315809,POINT(28.647622 1),2022,5,6,3
US Diplomatic Post: Chennai,Chennai,India,pm25,12.0,2022-05-18 08:30:00+00:00,µg/m³,StateAir_Chennai,1.0,13.08784,80.27847,POINT(13.08784 1),2022,5,18,8
"Sector-3B Avas Vikas Colony, Agra - UPPCB",Agra,India,pm25,32.28,2022-05-11 00:45:00+00:00,µg/m³,caaqm,0.25,27.19412,77.96237,POINT(27.19412 0.25),2022,5,11,0
"Mahape, Navi Mumbai - MPCB",Navi Mumbai,India,pm25,46.13,2022-05-05 05:00:00+00:00,µg/m³,caaqm,0.25,19.1135051,73.008978,POINT(19.1135051 0.25),2022,5,5,5
"Nagar Nigam, Prayagraj - UPPCB",Prayagraj,India,pm25,38.24,2022-04-18 04:00:00+00:00,µg/m³,caaqm,0.25,25.44919916,81.82735986,POINT(25.44919916 0.25),2022,4,18,4
"Hebbal 1st Stage, Mysuru - KSPCB",Mysuru,India,pm25,21.57,2022-05-25 12:00:00+00:00,µg/m³,caaqm,0.25,12.21041,76.37376,POINT(12.21041 0.25),2022,5,25,12
"Talcher Coalfields,Talcher - OSPCB",Talcher,India,pm25,27.4,2022-05-23 11:45:00+00:00,µg/m³,caaqm,1.0,20.9360711,85.1707021,POINT(20.9360711 1),2022,5,23,11
"Ratanpura, Rupnagar - Ambuja Cements",Rupnagar,India,pm25,30.25,2022-05-07 14:45:00+00:00,µg/m³,caaqm,0.25,31.0325454,76.5623046,POINT(31.0325454 0.25),2022,5,7,14
"GIDC, Ankleshwar - GPCB",Ankleshwar,India,pm25,43.76,2022-04-30 07:00:00+00:00,µg/m³,caaqm,0.25,21.613267,73.010555,POINT(21.613267 0.25),2022,4,30,7
"Shastri Nagar, Jaipur - RSPCB",Jaipur,India,pm25,60.8,2022-05-15 11:45:00+00:00,µg/m³,caaqm,1.0,26.9502929,75.730943,POINT(26.9502929 1),2022,5,15,11
"Nehru Nagar, Delhi - DPCC",Delhi,India,pm25,112.0,2022-05-07 02:45:00+00:00,µg/m³,caaqm,0.25,28.56789,77.250515,POINT(28.56789 0.25),2022,5,7,2
"Alandur Bus Depot, Chennai - CPCB",Chennai,India,pm25,22.36,2022-05-15 04:45:00+00:00,µg/m³,caaqm,1.0,12.9099161,80.1076538,POINT(12.9099161 1),2022,5,15,4
"Mandir Marg, Delhi - DPCC",Delhi,India,pm25,89.0,2022-05-16 03:15:00+00:00,µg/m³,caaqm,0.25,28.636429,77.201067,POINT(28.636429 0.25),2022,5,16,3
"PWD Juction, Kohima - NPCB",Kohima,India,pm25,24.0,2022-05-02 01:00:00+00:00,µg/m³,caaqm,0.25,25.6635413,94.0989878,POINT(25.6635413 0.25),2022,5,2,1
"Adarsh Nagar, Jaipur - RSPCB",Jaipur,India,pm25,61.48,2022-05-12 14:00:00+00:00,µg/m³,caaqm,1.0,26.902909,75.836858,POINT(26.902909 1),2022,5,12,14
"Punjab Agricultural University, Ludhiana - PPCB",Ludhiana,India,pm25,123.92,2022-04-29 23:00:00+00:00,µg/m³,caaqm,1.0,30.9028,75.8086,POINT(30.9028 1),2022,4,29,23
"Ashok Vihar, Delhi - DPCC",Delhi,India,pm25,45.0,2022-05-22 02:15:00+00:00,µg/m³,caaqm,0.25,28.695381,77.181665,POINT(28.695381 0.25),2022,5,22,2
"Sanjay Nagar, Ghaziabad - UPPCB",Ghaziabad,India,pm25,29.0,2022-05-02 13:00:00+00:00,µg/m³,caaqm,0.25,28.685382,77.453839,POINT(28.685382 0.25),2022,5,2,13
"Sector 11, Faridabad - HSPCB",Faridabad,India,pm25,58.0,2022-05-09 06:45:00+00:00,µg/m³,caaqm,0.25,28.376058,77.315741,POINT(28.376058 0.25),2022,5,9,6
"Eco Herbal Park, Moradabad - UPPCB",Moradabad,India,pm25,75.0,2022-05-13 20:00:00+00:00,µg/m³,caaqm,0.25,28.840739,78.697531,POINT(28.840739 0.25),2022,5,13,20
"Royapuram, Chennai - TNPCB",Chennai,India,pm25,1.0,2022-04-29 19:00:00+00:00,µg/m³,caaqm,0.25,13.1036,80.2909,POINT(13.1036 0.25),2022,4,29,19
"ITO, Delhi - CPCB",Delhi,India,pm25,84.0,2022-05-02 21:45:00+00:00,µg/m³,caaqm,0.25,28.628624,77.24106,POINT(28.628624 0.25),2022,5,2,21
"SDM Office_Khagra, Kishanganj - BSPCB",Kishanganj,India,pm25,37.0,2022-05-07 00:45:00+00:00,µg/m³,caaqm,0.25,26.0881305,87.93840336,POINT(26.0881305 0.25),2022,5,7,0
"Bapuji Nagar, Bengaluru - KSPCB",Bengaluru,India,pm25,16.0,2022-05-19 18:00:00+00:00,µg/m³,caaqm,0.25,12.951913,77.539784,POINT(12.951913 0.25),2022,5,19,18
"Navy Nagar-Colaba, Mumbai - IITM",Mumbai,India,pm25,49.62,2022-05-11 18:00:00+00:00,µg/m³,caaqm,0.25,18.897756,72.81332,POINT(18.897756 0.25),2022,5,11,18
"Collectorate, Gaya - BSPCB",Gaya,India,pm25,72.0,2022-04-28 05:00:00+00:00,µg/m³,caaqm,1.0,24.7955,84.9994,POINT(24.7955 1),2022,4,28,5
"Shivaji Nagar, Jhansi - UPPCB",Jhansi,India,pm25,74.8,2022-05-04 20:00:00+00:00,µg/m³,caaqm,0.25,25.4547,78.6039,POINT(25.4547 0.25),2022,5,4,20
"General Hospital, Mandikhera - HSPCB",Mandikhera,India,pm25,40.2,2022-04-28 14:45:00+00:00,µg/m³,caaqm,0.25,27.9002,76.9938,POINT(27.9002 0.25),2022,4,28,14
"Chandni Chowk, Delhi - IITM",Delhi,India,pm25,113.7,2022-05-16 17:45:00+00:00,µg/m³,caaqm,0.25,28.656756,77.227234,POINT(28.656756 0.25),2022,5,16,17
"Belur Math, Howrah - WBPCB",Howrah,India,pm25,26.2,2022-05-16 01:45:00+00:00,µg/m³,caaqm,0.25,22.629801,88.352017,POINT(22.629801 0.25),2022,5,16,1
US Diplomatic Post: Mumbai,Mumbai,India,pm25,83.0,2022-05-19 02:30:00+00:00,µg/m³,StateAir_Mumbai,1.0,19.07283,72.88261,POINT(19.07283 1),2022,5,19,2
"Chakala-Andheri East, Mumbai - IITM",Mumbai,India,pm25,138.78,2022-05-19 15:00:00+00:00,µg/m³,caaqm,0.25,19.11074,72.86084,POINT(19.11074 0.25),2022,5,19,15
"Mirchaibari, Katihar - BSPCB",Katihar,India,pm25,31.0,2022-05-07 06:45:00+00:00,µg/m³,caaqm,0.25,25.560083,87.553265,POINT(25.560083 0.25),2022,5,7,6
IT0499A,Bolzano/Bozen,Italy,pm25,16.28,2022-05-23 03:00:00+00:00,µg/m³,EEA Italy,1.0,46.61949,10.85907,POINT(46.61949 1),2022,5,23,3
IT2151A,Brindisi,Italy,pm25,11.31,2022-05-07 21:00:00+00:00,µg/m³,EEA Italy,1.0,40.48944,18.04722,POINT(40.48944 1),2022,5,7,21
IT0459A,Ancona,Italy,pm25,22.6,2022-05-05 21:00:00+00:00,µg/m³,EEA Italy,1.0,43.59889,13.34194,POINT(43.59889 1),2022,5,5,21
Merced,DISTRITO FEDERAL,Mexico,pm25,6.0,2022-04-27 21:00:00+00:00,µg/m³,AirNow,1.0,19.4246,-99.1195,POINT(19.4246 1),2022,4,27,21
Wekerom-Riemterdijk,Wekerom,Netherlands,pm25,14.6584,2022-05-24 01:00:00+00:00,µg/m³,Netherlands,24.0,52.1116,5.70842,POINT(52.1116 24),2022,5,24,1
Breda-Tilburgseweg,Breda,Netherlands,pm25,16.8732,2022-05-02 00:00:00+00:00,µg/m³,Netherlands,24.0,51.5935,4.82494,POINT(51.5935 24),2022,5,2,0
IJmuiden-Kanaaldijk,IJmuiden,Netherlands,pm25,13.7,2022-05-10 05:00:00+00:00,µg/m³,Netherlands,24.0,52.463,4.60184,POINT(52.463 24),2022,5,10,5
Vigernes,Lillestrøm,Norway,pm25,4.812992,2022-05-08 20:00:00+00:00,µg/m³,Norway,1.0,59.955477,11.073983,POINT(59.955477 1),2022,5,8,20
Nygaardsgata,Fredrikstad,Norway,pm25,0.674931,2022-05-26 08:00:00+00:00,µg/m³,Norway,1.0,59.210191,10.940097,POINT(59.210191 1),2022,5,26,8
Rådal,Bergen,Norway,pm25,4.437322,2022-04-27 21:00:00+00:00,µg/m³,Norway,1.0,60.294268,5.324619,POINT(60.294268 1),2022,4,27,21
Lensmannsdalen,Grenland,Norway,pm25,5.2,2022-05-10 22:00:00+00:00,µg/m³,Norway,1.0,59.1593,9.63573,POINT(59.1593 1),2022,5,10,22
Ringsakervegen,Brumunddal,Norway,pm25,12.1,2022-05-02 04:00:00+00:00,µg/m³,Norway,1.0,60.88593,10.93785,POINT(60.88593 1),2022,5,2,4
St.Croix,Fredrikstad,Norway,pm25,10.482222,2022-04-03 03:00:00+00:00,µg/m³,Norway,1.0,59.21028,10.94535,POINT(59.21028 1),2022,4,3,3
Knarrdalstranda,Grenland,Norway,pm25,2.997125,2022-05-16 08:00:00+00:00,µg/m³,Norway,1.0,59.13354,9.6219,POINT(59.13354 1),2022,5,16,8
Furulund,Grenland,Norway,pm25,6.489519,2022-05-05 22:00:00+00:00,µg/m³,Norway,1.0,59.057304,9.695568,POINT(59.057304 1),2022,5,5,22
Stener Heyerdahl,Kristiansand,Norway,pm25,8.773889,2022-04-27 18:00:00+00:00,µg/m³,Norway,1.0,58.14888,7.99183,POINT(58.14888 1),2022,4,27,18
Kransen,Moss,Norway,pm25,7.492778,2022-05-20 01:00:00+00:00,µg/m³,Norway,1.0,59.433471,10.66176236,POINT(59.433471 1),2022,5,20,1
"Kutno, ul. 1 Maja",Kutno,Poland,pm25,10.0,2022-05-13 20:00:00+00:00,µg/m³,GIOS,1.0,52.231728,19.353742,POINT(52.231728 1),2022,5,13,20
"Bielsko-Biała, ul.Partyzantów",Bielsko-Biała,Poland,pm25,9.4716,2022-05-11 17:00:00+00:00,µg/m³,GIOS,1.0,49.802075,19.04861,POINT(49.802075 1),2022,5,11,17
"Opole, ul. Koszyka",Opole,Poland,pm25,4.45757,2022-05-25 09:00:00+00:00,µg/m³,GIOS,1.0,50.666736,17.899137,POINT(50.666736 1),2022,5,25,9
"Poznań, ul. Polanka",Poznań,Poland,pm25,16.4441,2022-05-08 04:00:00+00:00,µg/m³,GIOS,1.0,52.398175,16.959519,POINT(52.398175 1),2022,5,8,4
"Sopot, ul. Bitwy Pod Płowcami",Sopot,Poland,pm25,8.907,2022-05-16 13:00:00+00:00,µg/m³,GIOS,1.0,54.43451,18.57884,POINT(54.43451 1),2022,5,16,13
"Lębork, ul. Malczewskiego",Lębork,Poland,pm25,6.979,2022-05-14 21:00:00+00:00,µg/m³,GIOS,1.0,54.546167,17.746194,POINT(54.546167 1),2022,5,14,21
"Kutno, ul. 1 Maja",Kutno,Poland,pm25,9.0,2022-05-24 17:00:00+00:00,µg/m³,GIOS,1.0,52.231728,19.353742,POINT(52.231728 1),2022,5,24,17
"Jelenia Góra, ul. Ogińskiego",Jelenia Góra,Poland,pm25,7.51361,2022-04-30 13:00:00+00:00,µg/m³,GIOS,1.0,50.913433,15.765608,POINT(50.913433 1),2022,4,30,13
"Sopot, ul. Bitwy Pod Płowcami",Sopot,Poland,pm25,13.4592,2022-05-08 04:00:00+00:00,µg/m³,GIOS,1.0,54.43451,18.57884,POINT(54.43451 1),2022,5,8,4
"Nisko, ul. Szklarniowa",Nisko,Poland,pm25,9.69912,2022-05-20 14:00:00+00:00,µg/m³,GIOS,1.0,50.529892,22.112467,POINT(50.529892 1),2022,5,20,14
"Augustów, Uzdrowisko",Augustów,Poland,pm25,8.6,2022-05-02 09:00:00+00:00,µg/m³,GIOS,1.0,53.852639,22.984611,POINT(53.852639 1),2022,5,2,9
"Goczałkowice Zdrój, ul. Parkowa",Goczałkowice-Zdrój,Poland,pm25,12.9144,2022-05-07 17:00:00+00:00,µg/m³,GIOS,1.0,49.93785,18.975594,POINT(49.93785 1),2022,5,7,17
"Rudnik nad Sanem, ul. Kończycka",Rudnik nad Sanem,Poland,pm25,12.865,2022-04-29 07:00:00+00:00,µg/m³,GIOS,1.0,50.441956,22.242417,POINT(50.441956 1),2022,4,29,7
"Solec Kujawski, ul. gen. Roweckiego",Solec Kujawski,Poland,pm25,5.9,2022-05-07 09:00:00+00:00,µg/m³,GIOS,1.0,53.079618,18.2279,POINT(53.079618 1),2022,5,7,9
"Krosno, ul. Kletówki",Krosno,Poland,pm25,10.1299,2022-05-08 12:00:00+00:00,µg/m³,GIOS,1.0,49.690169,21.7497,POINT(49.690169 1),2022,5,8,12
"Lwówek Śląski, al. Wojska Polskiego",Lwówek Śląski,Poland,pm25,32.9347,2022-04-29 19:00:00+00:00,µg/m³,GIOS,1.0,51.113033,15.585239,POINT(51.113033 1),2022,4,29,19
"Szamotuły, ul. Kołłątaja",Szamotuły,Poland,pm25,14.5554,2022-05-11 21:00:00+00:00,µg/m³,GIOS,1.0,52.612277,16.58815,POINT(52.612277 1),2022,5,11,21
"Legionowo, ul. Zegrzyńska",Legionowo,Poland,pm25,18.45,2022-05-05 22:00:00+00:00,µg/m³,GIOS,1.0,52.407578,20.955928,POINT(52.407578 1),2022,5,5,22
"Żary, ul. Szymanowskiego 8",Żary,Poland,pm25,1.49197,2022-05-12 19:00:00+00:00,µg/m³,GIOS,1.0,51.642656,15.127808,POINT(51.642656 1),2022,5,12,19
Wschowa ul. Kazimierza Wielkiego,Wschowa,Poland,pm25,48.8194,2022-04-30 20:00:00+00:00,µg/m³,GIOS,1.0,51.799722,16.3175,POINT(51.799722 1),2022,4,30,20
"Wrocław, wyb. Conrada-Korzeniowskiego",Wrocław,Poland,pm25,11.9467,2022-05-14 20:00:00+00:00,µg/m³,GIOS,1.0,51.129378,17.02925,POINT(51.129378 1),2022,5,14,20
"Toruń, ul. Przy Kaszowniku",Toruń,Poland,pm25,16.3,2022-05-19 23:00:00+00:00,µg/m³,GIOS,1.0,53.017628,18.612808,POINT(53.017628 1),2022,5,19,23
"Kędzierzyn-Koźle, ul. Śmiałego",Kędzierzyn-Koźle,Poland,pm25,34.6555,2022-05-05 05:00:00+00:00,µg/m³,GIOS,1.0,50.349608,18.236575,POINT(50.349608 1),2022,5,5,5
"Ostróda, ul. Piłsudskiego",Ostróda,Poland,pm25,13.7602,2022-05-10 02:00:00+00:00,µg/m³,GIOS,1.0,53.694587,19.969041,POINT(53.694587 1),2022,5,10,2
"Sierpc, ul. Wiosny Ludów",Sierpc,Poland,pm25,10.55,2022-05-05 06:00:00+00:00,µg/m³,GIOS,1.0,52.851783,19.662061,POINT(52.851783 1),2022,5,5,6
PT01050,Porto,Portugal,pm25,5.0,2022-04-29 07:00:00+00:00,µg/m³,EEA Portugal,1.0,41.1475,-8.658889,POINT(41.1475 1),2022,4,29,7
PT05007,Faro,Portugal,pm25,0.9,2022-05-16 08:00:00+00:00,µg/m³,EEA Portugal,1.0,37.015,-7.926667,POINT(37.015 1),2022,5,16,8
PT06008,Ilha da Madeira,Portugal,pm25,2.8,2022-05-08 11:00:00+00:00,µg/m³,EEA Portugal,1.0,32.807778,-16.886389,POINT(32.807778 1),2022,5,8,11
PT02004,Aveiro,Portugal,pm25,14.0,2022-05-11 09:00:00+00:00,µg/m³,EEA Portugal,1.0,40.756667,-8.572778,POINT(40.756667 1),2022,5,11,9
RO0071A,Ilfov,Romania,pm25,6.97524883,2022-05-23 20:00:00+00:00,µg/m³,EEA Romania,1.0,44.3488680301443,26.0336260914258,POINT(44.3488680301443 1),2022,5,23,20
RO0077A,Cluj,Romania,pm25,11.93516666,2022-05-16 10:00:00+00:00,µg/m³,EEA Romania,1.0,47.1538886994648,23.87750053,POINT(47.1538886994648 1),2022,5,16,10
RS0032A,Grad Beograd,Serbia,pm25,20.1193,2022-05-12 23:00:00+00:00,µg/m³,EEA Servia,1.0,44.82112,20.459113,POINT(44.82112 1),2022,5,12,23
RS0029A,Južnobački upravni okrug,Serbia,pm25,13.11525,2022-05-04 04:00:00+00:00,µg/m³,EEA Servia,1.0,45.245065,19.84119,POINT(45.245065 1),2022,5,4,4
RS0036A,Grad Beograd,Serbia,pm25,15.07881,2022-05-20 22:00:00+00:00,µg/m³,EEA Servia,1.0,44.803179,20.400152,POINT(44.803179 1),2022,5,20,22
"Kungsgatan, Norrköping",Stockholm,Sweden,pm25,2.3,2022-05-03 19:00:00+00:00,µg/m³,Stockholm,1.0,58.590397,16.178606,POINT(58.590397 1),2022,5,3,19
"Kungsgatan, Uppsala",Uppsala,Sweden,pm25,3.1,2022-05-17 21:00:00+00:00,µg/m³,Stockholm,1.0,59.853185,17.653329,POINT(59.853185 1),2022,5,17,21
SE0116A,Skåne,Sweden,pm25,2.47127,2022-05-06 12:00:00+00:00,µg/m³,EEA Sweden,1.0,56.042899999503,13.148,POINT(56.042899999503 1),2022,5,6,12
SE0003A,Stockholm,Sweden,pm25,3.13463,2022-05-03 08:00:00+00:00,µg/m³,EEA Sweden,1.0,59.3172199995292,18.04918,POINT(59.3172199995292 1),2022,5,3,8
SK0030A,Košický kraj,Slovakia,pm25,10.378,2022-04-28 11:00:00+00:00,µg/m³,EEA Slovakia,1.0,48.8741645794682,21.83750343,POINT(48.8741645794682 1),2022,4,28,11
SK0269A,Nitriansky kraj,Slovakia,pm25,8.6462,2022-05-17 17:00:00+00:00,µg/m³,EEA Slovakia,1.0,48.3094559994669,18.076831,POINT(48.3094559994669 1),2022,5,17,17
SK0018A,Košický kraj,Slovakia,pm25,30.259,2022-05-16 21:00:00+00:00,µg/m³,EEA Slovakia,1.0,48.5922203094675,21.17528534,POINT(48.5922203094675 1),2022,5,16,21
SK0002A,Bratislavský kraj,Slovakia,pm25,12.223,2022-05-07 18:00:00+00:00,µg/m³,EEA Slovakia,1.0,48.1584279994666,17.128678,POINT(48.1584279994666 1),2022,5,7,18
"Sai Mai District Office, Bangkok",Bangkok,Thailand,pm25,17.0,2022-05-21 23:00:00+00:00,µg/m³,Air4Thai,24.0,13.896035,100.660628,POINT(13.896035 24),2022,5,21,23
"Sathon District Office, Bangkok",Bangkok,Thailand,pm25,24.0,2022-05-08 23:00:00+00:00,µg/m³,Air4Thai,24.0,13.707763,100.526787,POINT(13.707763 24),2022,5,8,23
Chiang Khong District Public Health Office,Chiang Rai,Thailand,pm25,17.0,2022-05-16 10:00:00+00:00,µg/m³,Air4Thai,24.0,20.258611,100.407778,POINT(20.258611 24),2022,5,16,10
Suan Sayam-Ram Intra Intersection,Bangkok,Thailand,pm25,13.0,2022-04-29 08:00:00+00:00,µg/m³,Air4Thai,24.0,13.799395,100.682464,POINT(13.799395 24),2022,4,29,8
National Housing  Huaykwang,Bangkok,Thailand,pm25,18.0,2022-05-15 18:00:00+00:00,µg/m³,Air4Thai,24.0,13.77553,100.569195,POINT(13.77553 24),2022,5,15,18
"Ma Charean Roadside, Petcha Kasem 8, Nong Khaem",Bangkok,Thailand,pm25,39.0,2022-05-05 11:00:00+00:00,µg/m³,Air4Thai,24.0,13.705582,100.343164,POINT(13.705582 24),2022,5,5,11
Singburi City Hall,Sing Buri,Thailand,pm25,9.0,2022-05-09 23:00:00+00:00,µg/m³,Air4Thai,24.0,14.897778,100.411944,POINT(14.897778 24),2022,5,9,23
South Bangkok Power Plant,Samut Prakan,Thailand,pm25,16.0,2022-05-09 16:00:00+00:00,µg/m³,Air4Thai,24.0,13.618,100.5562,POINT(13.618 24),2022,5,9,16
"Taksin Stadium, Muang Tak Municipality",Tak,Thailand,pm25,5.0,2022-05-21 06:00:00+00:00,µg/m³,Air4Thai,24.0,16.883611,99.123056,POINT(16.883611 24),2022,5,21,6
Bangkok University Rangsit Campus,Pathum Thani,Thailand,pm25,21.0,2022-04-29 23:00:00+00:00,µg/m³,Air4Thai,24.0,14.03742,100.605216,POINT(14.03742 24),2022,4,29,23
Chulalongkorn Hospital,Bangkok,Thailand,pm25,12.0,2022-05-21 02:00:00+00:00,µg/m³,Air4Thai,24.0,13.729852,100.536501,POINT(13.729852 24),2022,5,21,2
"Lak Si District Office, Bangkok",Bangkok,Thailand,pm25,17.0,2022-05-08 02:00:00+00:00,µg/m³,Air4Thai,24.0,13.887395,100.579247,POINT(13.887395 24),2022,5,8,2
Suphan Buri Provincial Central Stadium,Suphun Buri,Thailand,pm25,11.0,2022-05-23 03:00:00+00:00,µg/m³,Air4Thai,24.0,14.476214,100.086095,POINT(14.476214 24),2022,5,23,3
Bangkok Noi Train Police Station,Bangkok,Thailand,pm25,20.0,2022-04-22 04:00:00+00:00,µg/m³,Air4Thai,24.0,13.759619,100.481137,POINT(13.759619 24),2022,4,22,4
"City Hall, Chiangmai",Chiang Mai,Thailand,pm25,50.0,2022-04-28 13:00:00+00:00,µg/m³,Air4Thai,24.0,18.840732,98.96978,POINT(18.840732 24),2022,4,28,13
Sukhothai Thammathirat Open University,Nonthaburi,Thailand,pm25,17.0,2022-05-05 18:00:00+00:00,µg/m³,Air4Thai,24.0,13.907861,100.535641,POINT(13.907861 24),2022,5,5,18
Bangkok Noi Train Police Station,Bangkok,Thailand,pm25,17.0,2022-05-04 18:00:00+00:00,µg/m³,Air4Thai,24.0,13.759619,100.481137,POINT(13.759619 24),2022,5,4,18
Municipal Waste Water Pumping Station,Nakhon Ratchasima,Thailand,pm25,37.0,2022-04-14 04:00:00+00:00,µg/m³,Air4Thai,24.0,14.979537,102.098335,POINT(14.979537 24),2022,4,14,4
Bang Bon 5 Market,Bangkok,Thailand,pm25,21.0,2022-03-31 04:00:00+00:00,µg/m³,Air4Thai,24.0,13.639165,100.372958,POINT(13.639165 24),2022,3,31,4
Si Sawat District Office,Kanchanaburi,Thailand,pm25,8.0,2022-05-10 06:00:00+00:00,µg/m³,Air4Thai,24.0,14.600278,99.114444,POINT(14.600278 24),2022,5,10,6
Residence for Dept. of Mineral Resources,Samut Prakan,Thailand,pm25,12.0,2022-05-24 05:00:00+00:00,µg/m³,Air4Thai,24.0,13.652141,100.531805,POINT(13.652141 24),2022,5,24,5
White Elephant Park,Yala,Thailand,pm25,16.0,2022-05-02 15:00:00+00:00,µg/m³,Air4Thai,24.0,6.546205,101.283137,POINT(6.546205 24),2022,5,2,15
