location,city,country,pollutant,value,timestamp,unit,source_name,latitude,longitude,averaged_over_in_hours,location_geom
Samut Songkhram Health Office,Samut Songkhram,TH,co,0.6,2022-05-16 01:00:00.000000 UTC,ppm,Air4Thai,8.0,13.428581,100.024664,POINT(13.428581 8)
Health Promotion Hospital Maptaput,Rayong,TH,co,0.41,2022-05-12 15:00:00.000000 UTC,ppm,Air4Thai,8.0,12.70865,101.1659833,POINT(12.70865 8)
Trat Provincial Central Stadium,Trat,TH,co,0.2,2022-05-08 01:00:00.000000 UTC,ppm,Air4Thai,8.0,12.234862,102.523721,POINT(12.234862 8)
Indpls - I-70 E,Indianapolis,US,co,0.34,2022-05-03 16:00:00.000000 UTC,ppm,AirNow,1.0,39.787933,-86.13088,POINT(39.787933 1)
San Francisco,San Francisco-Oakland-Fremont,US,co,0.25,2022-05-16 14:00:00.000000 UTC,ppm,AirNow,1.0,37.7658,-122.3978,POINT(37.7658 1)
E Providence,Providence-New Bedford-Fall River,US,co,0.15,2022-04-27 15:00:00.000000 UTC,ppm,AirNow,1.0,41.840302,-71.361702,POINT(41.840302 1)
Howard County Near R,HOWARD,US,co,0.17,2022-04-17 03:00:00.000000 UTC,ppm,AirNow,1.0,39.143197,-76.846192,POINT(39.143197 1)
Cornwall,Torrington,US,co,0.11,2022-05-18 20:00:00.000000 UTC,ppm,AirNow,1.0,41.833099,-73.303299,POINT(41.833099 1)
San Francisco,San Francisco-Oakland-Fremont,US,co,0.23,2022-04-29 05:00:00.000000 UTC,ppm,AirNow,1.0,37.7658,-122.3978,POINT(37.7658 1)
Boston-Von Hillern,SUFFOLK,US,co,0.28,2022-05-05 21:00:00.000000 UTC,ppm,AirNow,1.0,42.325197,-71.056056,POINT(42.325197 1)
Mesa - Brooks Reserv,Phoenix-Mesa-Scottsdale,US,co,0.3,2022-05-15 11:00:00.000000 UTC,ppm,AirNow,1.0,33.4105,-111.8651,POINT(33.4105 1)
GT Craig NCore,Cleveland-Elyria-Mentor,US,co,0.24,2022-04-24 03:00:00.000000 UTC,ppm,AirNow,1.0,41.492191,-81.678552,POINT(41.492191 1)
Fresno - Garland,FRESNO,US,co,0.19,2022-05-11 14:00:00.000000 UTC,ppm,AirNow,1.0,36.78538,-119.77321,POINT(36.78538 1)
West Yellowstone Par,GALLATIN,US,co,0.16,2022-05-16 06:00:00.000000 UTC,ppm,AirNow,1.0,44.657014,-111.089618,POINT(44.657014 1)
MILWAUKEE COLLEGE AV,Milwaukee-Waukesha-West Allis,US,co,0.28,2022-04-24 03:00:00.000000 UTC,ppm,AirNow,1.0,42.93257,-87.93434,POINT(42.93257 1)
Utah Tech. Center,Salt Lake City,US,co,0.2,2022-04-27 03:00:00.000000 UTC,ppm,AirNow,1.0,40.7771,-111.945,POINT(40.7771 1)
Salinas AMS,Salinas,US,co,0.2,2022-04-29 23:00:00.000000 UTC,ppm,AirNow,1.0,36.694261,-121.623271,POINT(36.694261 1)
NCORE - Bishop,Bishop,US,co,0.13,2022-05-04 01:00:00.000000 UTC,ppm,AirNow,1.0,37.360701,-118.330835,POINT(37.360701 1)
E Providence,Providence-New Bedford-Fall River,US,co,0.14,2022-05-13 18:00:00.000000 UTC,ppm,AirNow,1.0,41.840302,-71.361702,POINT(41.840302 1)
McMillan Reservoir,Washington-Arlington-Alexandria,US,co,0.21,2022-04-28 12:00:00.000000 UTC,ppm,AirNow,1.0,38.921848,-77.013176,POINT(38.921848 1)
Fort Collins - CSU -,Fort Collins-Loveland,US,co,0.28,2022-04-20 02:00:00.000000 UTC,ppm,AirNow,1.0,40.5764,-105.0794,POINT(40.5764 1)
McMillan Reservoir,Washington-Arlington-Alexandria,US,co,0.27,2022-05-24 19:00:00.000000 UTC,ppm,AirNow,1.0,38.921848,-77.013176,POINT(38.921848 1)
RT,CLARK,US,co,0.14,2022-04-28 08:00:00.000000 UTC,ppm,AirNow,1.0,36.139707,-115.175654,POINT(36.139707 1)
Seattle-10th & Welle,Seattle-Tacoma-Bellevue,US,co,0.21,2022-05-13 04:00:00.000000 UTC,ppm,AirNow,1.0,47.597222,-122.319722,POINT(47.597222 1)
BLAIR STREET,St. Louis,US,co,0.21,2022-05-15 18:00:00.000000 UTC,ppm,AirNow,1.0,38.656449,-90.198548,POINT(38.656449 1)
Oakland West,San Francisco-Oakland-Fremont,US,co,0.21,2022-05-12 20:00:00.000000 UTC,ppm,AirNow,1.0,37.8148,-122.282402,POINT(37.8148 1)
Los Angeles - N. Mai,Los Angeles-Long Beach-Santa Ana,US,co,0.53,2022-05-25 16:00:00.000000 UTC,ppm,AirNow,1.0,34.066429,-118.226755,POINT(34.066429 1)
Sparks,Reno-Sparks,US,co,0.2,2022-04-15 03:00:00.000000 UTC,ppm,AirNow,1.0,39.54092,-119.746764,POINT(39.54092 1)
Greeley - Weld Co. T,Greeley,US,co,0.18,2022-05-04 17:00:00.000000 UTC,ppm,AirNow,1.0,40.3861,-104.7367,POINT(40.3861 1)
Vallejo,Vallejo-Fairfield,US,co,0.38,2022-05-15 13:00:00.000000 UTC,ppm,AirNow,1.0,38.102507,-122.237976,POINT(38.102507 1)
NEW,PHILADELPHIA,US,co,0.19,2022-05-05 07:00:00.000000 UTC,ppm,AirNow,1.0,39.991389,-75.080833,POINT(39.991389 1)
Near Road OKC,Oklahoma City,US,co,0.6,2022-05-08 17:00:00.000000 UTC,ppm,AirNow,1.0,35.502968,-97.577674,POINT(35.502968 1)
Bercut Dr,Sacramento--Arden-Arcade--Roseville,US,co,0.4,2020-06-10 23:00:00.000000 UTC,ppm,AirNow,38.593327,-121.50373,1.0,POINT(-121.50373 38.593327)
STILWELL CASTNET & N,ADAIR,US,co,0.12,2022-05-19 13:00:00.000000 UTC,ppm,AirNow,1.0,35.750599,-94.669701,POINT(35.750599 1)
San Pablo - Rumrill,San Francisco-Oakland-Fremont,US,co,0.5,2022-05-15 17:00:00.000000 UTC,ppm,AirNow,1.0,37.9604,-122.3571,POINT(37.9604 1)
Fort Collins - CSU -,Fort Collins-Loveland,US,co,0.15,2022-05-09 18:00:00.000000 UTC,ppm,AirNow,1.0,40.5764,-105.0794,POINT(40.5764 1)
Vallejo,Vallejo-Fairfield,US,co,0.3,2022-04-28 07:00:00.000000 UTC,ppm,AirNow,1.0,38.102507,-122.237976,POINT(38.102507 1)
Taft NCore,Cincinnati-Middletown,US,co,0.07,2022-05-12 06:00:00.000000 UTC,ppm,AirNow,1.0,39.12886,-84.50404,POINT(39.12886 1)
Bercut Dr,Sacramento--Arden-Arcade--Roseville,US,co,0.4,2022-04-29 03:00:00.000000 UTC,ppm,AirNow,1.0,38.593328,-121.503728,POINT(38.593328 1)
Smoky Row Near Road,Columbus,US,co,0.3,2022-05-08 08:00:00.000000 UTC,ppm,AirNow,1.0,40.11109,-83.065376,POINT(40.11109 1)
Reno4,Reno-Sparks,US,co,0.16,2022-04-28 02:00:00.000000 UTC,ppm,AirNow,1.0,39.521918,-119.795444,POINT(39.521918 1)
Utah Tech. Center,Salt Lake City,US,co,0.2,2022-04-30 20:00:00.000000 UTC,ppm,AirNow,1.0,40.7771,-111.945,POINT(40.7771 1)
Near Road,Louisville,US,co,0.65,2022-04-04 03:00:00.000000 UTC,ppm,AirNow,1.0,38.1935,-85.7121,POINT(38.1935 1)
Bodibeng-NAQI,City of Tshwane,ZA,co,2.389,2022-05-14 16:00:00.000000 UTC,ppm,South Africa,1.0,-25.492833,28.093733,POINT(-25.492833 1)
Pietermaritzburg - CBD,uMgungundlovu,ZA,co,0.0,2022-03-31 21:00:00.000000 UTC,ppm,South Africa,1.0,-29.602056,30.380611,POINT(-29.602056 1)
Booysens,City of Tshwane,ZA,co,2.251,2022-05-18 21:00:00.000000 UTC,ppm,South Africa,1.0,-25.71365,28.132096,POINT(-25.71365 1)
MT00005,Msida,MT,o3,54.06285,2022-05-16 05:00:00.000000 UTC,µg/m³,EEA Malta,1.0,35.8958358794896,14.48998642,POINT(35.8958358794896 1)
GR0038A,ΑΤΤΙΚΗ,GR,o3,50.0,2022-05-04 07:00:00.000000 UTC,µg/m³,EEA Greece,1.0,38.05134964,23.53844643,POINT(38.05134964 1)
US Diplomatic Post: Guatemala City,Guatemala City,GT,o3,0.008,2022-05-12 10:00:00.000000 UTC,ppm,StateAir_GuatemalaCity,1.0,14.607198,-90.514255,POINT(14.607198 1)
LV0026A,Riga,LV,o3,15.0061548,2022-05-05 01:00:00.000000 UTC,µg/m³,EEA Latvia,1.0,56.9548469995096,24.104756,POINT(56.9548469995096 1)
GR0032A,ΑΤΤΙΚΗ,GR,o3,53.0,2022-05-12 09:00:00.000000 UTC,µg/m³,EEA Greece,1.0,37.99945831,23.73304749,POINT(37.99945831 1)
HU0033A,Fejér,HU,o3,75.22263,2022-04-29 13:00:00.000000 UTC,µg/m³,EEA Hungary,1.0,46.9761123694645,18.93611336,POINT(46.9761123694645 1)
HR0014A,Loški Potok,HR,o3,74.0,2022-05-16 06:00:00.000000 UTC,µg/m³,EEA Croatia,1.0,45.5934805550189,14.6304638888889,POINT(45.5934805550189 1)
Limanköy-MTHM,Kırklareli,TR,o3,57.1,2022-04-10 04:00:00.000000 UTC,µg/m³,Turkey,1.0,41.88515,28.05599,POINT(41.88515 1)
DK0053A,Nordjylland,DK,o3,78.81,2022-05-14 21:00:00.000000 UTC,µg/m³,EEA Denmark,1.0,57.0466523886598,9.93087546594131,POINT(57.0466523886598 1)
HU0029A,Baranya,HU,o3,77.9044375,2022-05-24 07:00:00.000000 UTC,µg/m³,EEA Hungary,1.0,46.0802764894636,18.21112251,POINT(46.0802764894636 1)
CH0010A,Zürich,CH,o3,71.8265,2022-04-18 03:00:00.000000 UTC,µg/m³,EEA Switzerland,1.0,47.3776165600282,8.53041092115182,POINT(47.3776165600282 1)
GR0120A,ΑΤΤΙΚΗ,GR,o3,127.0,2022-05-22 10:00:00.000000 UTC,µg/m³,EEA Greece,1.0,37.90130615,23.8790226,POINT(37.90130615 1)
GR0002A,ΑΤΤΙΚΗ,GR,o3,13.0,2022-05-14 20:00:00.000000 UTC,µg/m³,EEA Greece,1.0,37.97820663,23.72684288,POINT(37.97820663 1)
GR0039A,ΑΤΤΙΚΗ,GR,o3,95.0,2022-05-10 07:00:00.000000 UTC,µg/m³,EEA Greece,1.0,37.99510574,23.81941795,POINT(37.99510574 1)
LV0026A,Riga,LV,o3,85.3856067,2022-05-08 20:00:00.000000 UTC,µg/m³,EEA Latvia,1.0,56.9548469995096,24.104756,POINT(56.9548469995096 1)
Kentpark,Kütahya,TR,o3,1.01,2022-04-09 04:00:00.000000 UTC,µg/m³,Turkey,1.0,39.428042,29.969711,POINT(39.428042 1)
DK0046A,Syddanmark,DK,o3,74.94,2022-05-25 08:00:00.000000 UTC,µg/m³,EEA Denmark,1.0,55.3963873093883,10.3891959238991,POINT(55.3963873093883 1)
Gornje Mrke,Gornje Mrke,ME,o3,63.9,2022-05-09 01:00:00.000000 UTC,µg/m³,Montenegro,1.0,42.518204,19.327783,POINT(42.518204 1)
CARABAYLLO,Lima,PE,o3,2.71,2022-05-05 16:00:00.000000 UTC,µg/m³,Senamhi,1.0,-11.902194,-77.033639,POINT(-11.902194 1)
CY0004A,unused,CY,o3,99.9894,2022-05-09 08:00:00.000000 UTC,µg/m³,EEA Cyprus,1.0,0.000315775285608611,0.000299568186688247,POINT(0.000315775285608611 1)
IE0147A,Kilkenny,IE,o3,57.3,2022-05-26 03:00:00.000000 UTC,µg/m³,EEA Ireland,1.0,52.638798,-7.268114,POINT(52.638798 1)
IE0028A,Dublin City,IE,o3,59.76,2022-04-27 17:00:00.000000 UTC,µg/m³,EEA Ireland,1.0,53.353889,-6.278056,POINT(53.353889 1)
HU0037A,Veszprém,HU,o3,38.25747,2022-04-16 04:00:00.000000 UTC,µg/m³,EEA Hungary,1.0,47.1052780194647,17.55666542,POINT(47.1052780194647 1)
MT00008,Attard,MT,o3,99.56813,2022-05-19 19:00:00.000000 UTC,µg/m³,EEA Malta,1.0,35.8900179994896,14.434464,POINT(35.8900179994896 1)
AT60107,Steiermark,AT,o3,92.181,2022-05-05 16:00:00.000000 UTC,µg/m³,EEA Austria,1.0,47.0447222216868,15.1527777777778,POINT(47.0447222216868 1)
AT30101,Niederösterreich,AT,o3,94.583,2022-05-07 13:00:00.000000 UTC,µg/m³,EEA Austria,1.0,48.1202777794665,14.878333,POINT(48.1202777794665 1)
AT51200,Salzburg,AT,o3,48.988,2022-04-22 18:00:00.000000 UTC,µg/m³,EEA Austria,1.0,47.8172222216881,13.0308333333333,POINT(47.8172222216881 1)
AT31701,Niederösterreich,AT,o3,85.005,2022-05-09 18:00:00.000000 UTC,µg/m³,EEA Austria,1.0,48.370277999467,15.543611,POINT(48.370277999467 1)
AT9STEF,Wien,AT,o3,104.217,2022-05-14 15:00:00.000000 UTC,µg/m³,EEA Austria,1.0,48.2081499994666,16.3732536111111,POINT(48.2081499994666 1)
AT10001,Burgenland,AT,o3,61.455,2022-05-24 18:00:00.000000 UTC,µg/m³,EEA Austria,1.0,47.8399999994659,16.52806,POINT(47.8399999994659 1)
AT4S406,Oberösterreich,AT,o3,74.321,2022-05-18 08:00:00.000000 UTC,µg/m³,EEA Austria,1.0,48.1649999994666,14.035556,POINT(48.1649999994666 1)
AT72912,Tirol,AT,o3,81.35,2022-05-14 13:00:00.000000 UTC,µg/m³,EEA Austria,1.0,46.8191110994643,12.766025,POINT(46.8191110994643 1)
AT31901,Niederösterreich,AT,o3,114.937,2022-04-30 17:00:00.000000 UTC,µg/m³,EEA Austria,1.0,48.3294449994669,16.0625,POINT(48.3294449994669 1)
AT30104,Niederösterreich,AT,o3,66.548,2022-04-18 18:00:00.000000 UTC,µg/m³,EEA Austria,1.0,48.1783333327999,14.5486111111111,POINT(48.1783333327999 1)
AT51066,Salzburg,AT,o3,48.389,2022-05-15 06:00:00.000000 UTC,µg/m³,EEA Austria,1.0,47.8055555994659,13.043333,POINT(47.8055555994659 1)
AT72106,Tirol,AT,o3,38.918,2022-05-04 07:00:00.000000 UTC,µg/m³,EEA Austria,1.0,47.2712899994649,11.4169445,POINT(47.2712899994649 1)
AT55032,Salzburg,AT,o3,98.075,2022-05-20 14:00:00.000000 UTC,µg/m³,EEA Austria,1.0,47.1258333327981,13.8083333333333,POINT(47.1258333327981 1)
Richmond,Sydney North-west,AU,o3,0.011,2022-05-09 13:00:00.000000 UTC,ppm,Australia - New South Wales,4.0,-33.6183333,150.7458333,POINT(-33.6183333 4)
Liverpool,Sydney South-west,AU,o3,0.008,2022-05-05 11:00:00.000000 UTC,ppm,Australia - New South Wales,4.0,-33.9327778,150.9058333,POINT(-33.9327778 4)
Beresfield,Lower Hunter,AU,o3,0.0,2022-05-10 20:00:00.000000 UTC,ppm,Australia - New South Wales,4.0,-32.7983333,151.66,POINT(-32.7983333 4)
Newcastle,Lower Hunter,AU,o3,0.004,2022-05-06 21:00:00.000000 UTC,ppm,Australia - New South Wales,4.0,-32.9325,151.7583333,POINT(-32.9325 4)
BG0073A,София (столица),BG,o3,38.1,2022-05-11 14:00:00.000000 UTC,µg/m³,EEA Bulgaria,1.0,42.669797,23.268403,POINT(42.669797 1)
BG0070A,София (столица),BG,o3,80.67,2022-04-30 15:00:00.000000 UTC,µg/m³,EEA Bulgaria,1.0,42.637192,23.243864,POINT(42.637192 1)
BG0070A,София (столица),BG,o3,74.61,2022-04-30 04:00:00.000000 UTC,µg/m³,EEA Bulgaria,1.0,42.637192,23.243864,POINT(42.637192 1)
BG0051A,Пловдив,BG,o3,77.95,2022-04-30 15:00:00.000000 UTC,µg/m³,EEA Bulgaria,1.0,42.142889,24.765239,POINT(42.142889 1)
BG0055A,Стара Загора,BG,o3,37.04,2022-05-12 04:00:00.000000 UTC,µg/m³,EEA Bulgaria,1.0,42.432356,25.637389,POINT(42.432356 1)
BG0052A,София (столица),BG,o3,48.2,2022-05-10 08:00:00.000000 UTC,µg/m³,EEA Bulgaria,1.0,42.666508,23.400164,POINT(42.666508 1)
BG0013A,Варна,BG,o3,80.63,2022-05-03 07:00:00.000000 UTC,µg/m³,EEA Bulgaria,1.0,43.223044,27.587239,POINT(43.223044 1)
S.Bernardo-Centro,São Bernardo do Campo,BR,o3,65.0,2022-05-11 15:00:00.000000 UTC,µg/m³,Sao Paulo CETESB,1.0,-23.69867109,-46.54623219,POINT(-23.69867109 1)
S.Bernardo-Centro,São Bernardo do Campo,BR,o3,33.0,2022-05-11 22:00:00.000000 UTC,µg/m³,Sao Paulo CETESB,1.0,-23.69867109,-46.54623219,POINT(-23.69867109 1)
Taubaté,Taubaté,BR,o3,48.0,2022-05-08 19:00:00.000000 UTC,µg/m³,Sao Paulo CETESB,1.0,-23.03235096,-45.57580502,POINT(-23.03235096 1)
Limeira,Limeira,BR,o3,30.0,2022-05-14 22:00:00.000000 UTC,µg/m³,Sao Paulo CETESB,1.0,-22.56360378,-47.41431403,POINT(-22.56360378 1)
Paulínia-Sta Terezinha,Paulínia-Sta Terezinha,BR,o3,42.0,2022-05-08 14:00:00.000000 UTC,µg/m³,Sao Paulo CETESB,1.0,-22.7802089502154,-47.1390364947294,POINT(-22.7802089502154 1)
Pico do Jaraguá,Pico do Jaraguá,BR,o3,35.0,2022-05-14 05:00:00.000000 UTC,µg/m³,Sao Paulo CETESB,1.0,-23.4562689,-46.76609776,POINT(-23.4562689 1)
Santana,São Paulo,BR,o3,38.0,2022-05-10 16:00:00.000000 UTC,µg/m³,Sao Paulo CETESB,1.0,-23.50599272,-46.6289603,POINT(-23.50599272 1)
Grajaú-Parelheiros,Grajaú-Parelheiros,BR,o3,1.0,2022-05-04 09:00:00.000000 UTC,µg/m³,Sao Paulo CETESB,1.0,-23.77626598,-46.69696108,POINT(-23.77626598 1)
Guarulhos-Pimentas,Guarulhos,BR,o3,22.0,2022-05-19 20:00:00.000000 UTC,µg/m³,Sao Paulo CETESB,1.0,-23.44011701,-46.40994877,POINT(-23.44011701 1)
Interlagos,São Paulo,BR,o3,32.0,2022-04-07 04:00:00.000000 UTC,µg/m³,Sao Paulo CETESB,1.0,-23.68050765,-46.67504316,POINT(-23.68050765 1)
SAINT JOHN WEST,NEW BRUNSWICK,CA,o3,0.033,2022-05-02 07:00:00.000000 UTC,ppm,AirNow,1.0,45.25315,-66.079931,POINT(45.25315 1)
Lethbridge,ALBERTA,CA,o3,0.035,2022-05-02 09:00:00.000000 UTC,ppm,AirNow,1.0,49.7164,-112.8006,POINT(49.7164 1)
Parry Sound,ONTARIO,CA,o3,0.018,2022-05-04 10:00:00.000000 UTC,ppm,AirNow,1.0,45.3378,-80.0378,POINT(45.3378 1)
Saturna,BRITISH COLUMBIA,CA,o3,0.039,2022-05-11 22:00:00.000000 UTC,ppm,AirNow,1.0,48.7833,-123.1333,POINT(48.7833 1)
WELLINGTON,PRINCE EDWARD ISLAND,CA,o3,0.035,2022-05-02 03:00:00.000000 UTC,ppm,AirNow,1.0,46.4783,-63.9869,POINT(46.4783 1)
London,ONTARIO,CA,o3,0.008,2022-04-30 08:00:00.000000 UTC,ppm,AirNow,1.0,42.974461,-81.200858,POINT(42.974461 1)
Algoma,ONTARIO,CA,o3,0.048,2022-05-14 16:00:00.000000 UTC,ppm,AirNow,1.0,47.035,-84.3811,POINT(47.035 1)
Courtenay Elementary,BRITISH COLUMBIA,CA,o3,0.028,2022-05-25 16:00:00.000000 UTC,ppm,AirNow,1.0,49.682603,-124.996222,POINT(49.682603 1)
St. Catharines,ONTARIO,CA,o3,0.046,2022-05-08 01:00:00.000000 UTC,ppm,AirNow,1.0,43.1583,-79.235,POINT(43.1583 1)
Rouyn-Noranda - Parc,QUEBEC,CA,o3,0.039,2022-05-21 05:00:00.000000 UTC,ppm,AirNow,1.0,48.2344,-78.9833,POINT(48.2344 1)
Hamilton Downtown,ONTARIO,CA,o3,0.026,2022-05-07 00:00:00.000000 UTC,ppm,AirNow,1.0,43.2561,-79.8617,POINT(43.2561 1)
Bruderheim,ALBERTA,CA,o3,0.033,2022-04-07 03:00:00.000000 UTC,ppm,AirNow,1.0,53.800117,-112.927795,POINT(53.800117 1)
Sudbury,ONTARIO,CA,o3,0.038,2022-05-21 19:00:00.000000 UTC,ppm,AirNow,1.0,46.491941,-81.003105,POINT(46.491941 1)
Lake Major,NOVA SCOTIA,CA,o3,0.032,2022-04-11 03:00:00.000000 UTC,ppm,AirNow,1.0,44.7198,-63.48076,POINT(44.7198 1)
Temiscaming,QUEBEC,CA,o3,0.036,2022-05-02 07:00:00.000000 UTC,ppm,AirNow,1.0,46.72139,-79.0997,POINT(46.72139 1)
Ardrossan,N/A,CA,o3,0.048,2022-05-16 00:00:00.000000 UTC,ppm,AirNow,1.0,53.554691,-113.144105,POINT(53.554691 1)
Charette,QUEBEC,CA,o3,0.038,2022-05-05 07:00:00.000000 UTC,ppm,AirNow,1.0,46.4425,-72.8928,POINT(46.4425 1)
FOREST HILLS,NEW BRUNSWICK,CA,o3,0.027,2022-05-12 00:00:00.000000 UTC,ppm,AirNow,1.0,45.308778,-66.008333,POINT(45.308778 1)
Belleville,ONTARIO,CA,o3,0.026,2022-05-11 09:00:00.000000 UTC,ppm,AirNow,1.0,44.1503,-77.3956,POINT(44.1503 1)
Burnaby Mountain,N/A,CA,o3,0.037,2022-04-05 12:00:00.000000 UTC,ppm,AirNow,1.0,49.2798,-122.9223,POINT(49.2798 1)
SWIFT CURRENT,SASKATCHEWAN,CA,o3,0.036,2022-05-14 00:00:00.000000 UTC,ppm,AirNow,1.0,50.285833,-107.81689,POINT(50.285833 1)
Sault Ste Marie,ONTARIO,CA,o3,0.024,2022-05-04 04:00:00.000000 UTC,ppm,AirNow,1.0,46.5331,-84.3094,POINT(46.5331 1)
Calgary Northwest,ALBERTA,CA,o3,0.055,2022-05-15 20:00:00.000000 UTC,ppm,AirNow,1.0,51.0814,-114.1403,POINT(51.0814 1)
Cornwall,ONTARIO,CA,o3,0.016,2022-05-15 05:00:00.000000 UTC,ppm,AirNow,1.0,45.0294,-74.7394,POINT(45.0294 1)
Whistler Meadow Park,BRITISH COLUMBIA,CA,o3,0.046,2022-05-06 22:00:00.000000 UTC,ppm,AirNow,1.0,50.144285,-122.960402,POINT(50.144285 1)
Saint-Zéphirin-de-Co,QUEBEC,CA,o3,0.027,2022-04-20 03:00:00.000000 UTC,ppm,AirNow,1.0,46.0419,-72.66,POINT(46.0419 1)
Saturna,BRITISH COLUMBIA,CA,o3,0.043,2022-05-16 23:00:00.000000 UTC,ppm,AirNow,1.0,48.7833,-123.1333,POINT(48.7833 1)
Brossard - Parc Sorb,QUEBEC,CA,o3,0.032,2022-04-23 03:00:00.000000 UTC,ppm,AirNow,1.0,45.44866,-73.468631,POINT(45.44866 1)
Senneterre,QUEBEC,CA,o3,0.044,2022-05-25 17:00:00.000000 UTC,ppm,AirNow,1.0,48.4325,-77.1997,POINT(48.4325 1)
Bruderheim,ALBERTA,CA,o3,0.025,2022-05-25 09:00:00.000000 UTC,ppm,AirNow,1.0,53.800117,-112.927795,POINT(53.800117 1)
Williams Lake Column,BRITISH COLUMBIA,CA,o3,0.037,2022-04-30 17:00:00.000000 UTC,ppm,AirNow,1.0,52.14428,-122.150391,POINT(52.14428 1)
Parc de la Gatineau,QUEBEC,CA,o3,0.041,2022-05-14 02:00:00.000000 UTC,ppm,AirNow,1.0,45.6222,-76.0178,POINT(45.6222 1)
Goose Bay,NEWFOUNDLAND,CA,o3,0.038,2022-04-28 05:00:00.000000 UTC,ppm,AirNow,1.0,53.3047,-60.3644,POINT(53.3047 1)
London,ONTARIO,CA,o3,0.035,2022-05-16 09:00:00.000000 UTC,ppm,AirNow,1.0,42.974461,-81.200858,POINT(42.974461 1)
SWIFT CURRENT,SASKATCHEWAN,CA,o3,0.033,2022-05-08 00:00:00.000000 UTC,ppm,AirNow,1.0,50.285833,-107.81689,POINT(50.285833 1)
CZ0LSOU,Liberecký,CZ,o3,121.7,2022-05-11 19:00:00.000000 UTC,µg/m³,EEA Czech Republic,1.0,50.7896461486816,15.3196830749512,POINT(50.7896461486816 1)
CZ0AVYN,Hlavní město Praha,CZ,o3,35.1,2022-05-25 00:00:00.000000 UTC,µg/m³,EEA Czech Republic,1.0,50.1110801696777,14.5030956268311,POINT(50.1110801696777 1)
CZ0BKUC,Jihomoravský,CZ,o3,63.2,2022-04-30 00:00:00.000000 UTC,µg/m³,EEA Czech Republic,1.0,48.8813552856445,16.0858173370361,POINT(48.8813552856445 1)
CZ0HHKO,Královéhradecký,CZ,o3,61.2,2022-05-05 00:00:00.000000 UTC,µg/m³,EEA Czech Republic,1.0,50.1776313781738,15.8383903503418,POINT(50.1776313781738 1)
CZ0ZTNV,Zlínský,CZ,o3,115.7,2022-05-02 19:00:00.000000 UTC,µg/m³,EEA Czech Republic,1.0,49.259391784668,17.4105606079102,POINT(49.259391784668 1)
CZ0BMIS,Jihomoravský,CZ,o3,98.2,2022-05-12 22:00:00.000000 UTC,µg/m³,EEA Czech Republic,1.0,48.7917671203613,16.7244968414307,POINT(48.7917671203613 1)
CZ0LFRT,Liberecký,CZ,o3,85.0,2022-05-20 09:00:00.000000 UTC,µg/m³,EEA Czech Republic,1.0,50.9406509399414,15.0698165893555,POINT(50.9406509399414 1)
DEBY007,Bayern,DE,o3,75.81,2022-03-30 02:00:00.000000 UTC,µg/m³,EEA Germany,1.0,48.376576,10.88837,POINT(48.376576 1)
DEST066,Sachsen-Anhalt,DE,o3,69.5578,2022-05-24 01:00:00.000000 UTC,µg/m³,EEA Germany,1.0,51.870852,12.663663,POINT(51.870852 1)
DENI054,Niedersachsen,DE,o3,77.071693,2022-04-08 00:00:00.000000 UTC,µg/m³,EEA Germany,1.0,52.36292,9.70612,POINT(52.36292 1)
DEBE051,Berlin,DE,o3,51.98,2022-05-02 01:00:00.000000 UTC,µg/m³,EEA Germany,1.0,52.643525,13.489531,POINT(52.643525 1)
ES1914A,Alicante/Alacant,ES,o3,31.0,2022-05-16 03:00:00.000000 UTC,µg/m³,EEA Spain,1.0,38.4547222194768,-0.80333333,POINT(38.4547222194768 1)
ES0825A,Asturias,ES,o3,21.0,2022-04-29 01:00:00.000000 UTC,µg/m³,EEA Spain,1.0,43.306656999464,-5.689716,POINT(43.306656999464 1)
ES1576A,Cantabria,ES,o3,50.0,2022-04-25 01:00:00.000000 UTC,µg/m³,EEA Spain,1.0,43.4044399994639,-3.84194,POINT(43.4044399994639 1)
ES1822A,Cádiz,ES,o3,87.0,2022-04-16 02:00:00.000000 UTC,µg/m³,EEA Spain,1.0,36.7944899994846,-5.53162,POINT(36.7944899994846 1)
ES1428A,Castellón/Castelló,ES,o3,43.0,2022-05-02 00:00:00.000000 UTC,µg/m³,EEA Spain,1.0,39.9591666594712,-0.03611111,POINT(39.9591666594712 1)
FI00356,Lapland,FI,o3,80.3084398,2022-05-12 20:00:00.000000 UTC,µg/m³,EEA Finland,1.0,67.9673440876493,24.1122195302226,POINT(67.9673440876493 1)
FI00425,Uusimaa,FI,o3,47.17136,2022-05-25 05:00:00.000000 UTC,µg/m³,EEA Finland,1.0,60.1873899995373,24.9506,POINT(60.1873899995373 1)
FI00425,Uusimaa,FI,o3,58.21961,2022-05-04 04:00:00.000000 UTC,µg/m³,EEA Finland,1.0,60.1873899995373,24.9506,POINT(60.1873899995373 1)
FR27002,Isère,FR,o3,20.4,2022-05-21 23:00:00.000000 UTC,µg/m³,EEA France,1.0,45.3677929543811,4.80515133682521,POINT(45.3677929543811 1)
FR31002,Gironde,FR,o3,68.1,2022-04-28 04:00:00.000000 UTC,µg/m³,EEA France,1.0,44.8005714966263,-0.588056049605605,POINT(44.8005714966263 1)
